date,ad_id,ad_name,platform,cohort,spend_cents,impressions,clicks,conversions,attributed_revenue_cents,observed_roas,baseline_forecast_roas,model_forecast_roas
2026-01-10,SYN-META-02,Generated prospecting concept B,Meta Ads,development,34464,29917,359,5,40979,1.189038,,
2026-01-11,SYN-META-02,Generated prospecting concept B,Meta Ads,development,36122,31333,376,6,46815,1.296025,,
2026-01-12,SYN-META-02,Generated prospecting concept B,Meta Ads,development,43974,38167,458,7,57014,1.296539,,
2026-01-13,SYN-META-02,Generated prospecting concept B,Meta Ads,development,41796,36250,435,7,55500,1.327878,,
2026-01-14,SYN-META-02,Generated prospecting concept B,Meta Ads,development,35389,30750,369,6,46758,1.321258,,
2026-01-15,SYN-META-02,Generated prospecting concept B,Meta Ads,development,31452,27333,328,5,37311,1.186284,,
2026-01-16,SYN-META-02,Generated prospecting concept B,Meta Ads,development,31719,27500,330,5,37179,1.172137,,
2026-01-17,SYN-META-02,Generated prospecting concept B,Meta Ads,development,33264,28833,346,5,38724,1.164141,,
2026-01-18,SYN-META-02,Generated prospecting concept B,Meta Ads,development,36920,32083,385,6,46471,1.258694,,
2026-01-19,SYN-META-02,Generated prospecting concept B,Meta Ads,development,40975,35583,427,6,50740,1.238316,,
2026-01-20,SYN-META-02,Generated prospecting concept B,Meta Ads,development,40213,34917,419,6,49161,1.222515,,
2026-01-21,SYN-META-02,Generated prospecting concept B,Meta Ads,development,39190,34000,408,6,49559,1.264583,,
2026-01-22,SYN-META-02,Generated prospecting concept B,Meta Ads,development,32053,27833,334,5,39577,1.234736,,
2026-01-23,SYN-META-02,Generated prospecting concept B,Meta Ads,development,31569,27417,329,4,34370,1.088726,,
2026-01-24,SYN-META-02,Generated prospecting concept B,Meta Ads,development,35370,30667,368,5,42435,1.199746,,
2026-01-25,SYN-META-02,Generated prospecting concept B,Meta Ads,development,38788,33667,404,6,50303,1.29687,,
2026-01-26,SYN-META-02,Generated prospecting concept B,Meta Ads,development,47702,41417,497,8,65472,1.372521,,
2026-01-27,SYN-META-02,Generated prospecting concept B,Meta Ads,development,43261,37583,451,8,62414,1.442731,,
2026-01-28,SYN-META-02,Generated prospecting concept B,Meta Ads,development,39840,34583,415,7,57282,1.437801,,
2026-01-29,SYN-META-02,Generated prospecting concept B,Meta Ads,development,34341,29833,358,6,43184,1.257506,,
2026-01-30,SYN-META-02,Generated prospecting concept B,Meta Ads,development,38140,33083,397,6,45310,1.187992,,
2026-01-31,SYN-META-02,Generated prospecting concept B,Meta Ads,development,37837,32833,394,6,46917,1.239977,,
2026-02-01,SYN-META-02,Generated prospecting concept B,Meta Ads,development,43313,37583,451,7,54938,1.268395,,
2026-02-02,SYN-META-02,Generated prospecting concept B,Meta Ads,development,45416,39417,473,8,64418,1.418399,,
2026-02-03,SYN-META-02,Generated prospecting concept B,Meta Ads,development,49081,42583,511,9,67658,1.378497,,
2026-02-04,SYN-META-02,Generated prospecting concept B,Meta Ads,development,41224,35750,429,7,54065,1.311493,,
2026-02-05,SYN-META-02,Generated prospecting concept B,Meta Ads,development,37321,32417,389,6,47635,1.276359,,
2026-02-06,SYN-META-02,Generated prospecting concept B,Meta Ads,development,35714,31000,372,6,45685,1.27919,,
2026-02-07,SYN-META-02,Generated prospecting concept B,Meta Ads,development,35720,31000,372,6,47373,1.326232,,
2026-02-08,SYN-META-02,Generated prospecting concept B,Meta Ads,development,41579,36083,433,7,54853,1.319248,,
2026-02-09,SYN-META-02,Generated prospecting concept B,Meta Ads,development,44961,39000,468,8,60924,1.355041,,
2026-02-10,SYN-META-02,Generated prospecting concept B,Meta Ads,development,45963,39917,479,8,65693,1.429258,,
2026-02-11,SYN-META-02,Generated prospecting concept B,Meta Ads,development,41687,36167,434,7,55392,1.32876,,
2026-02-12,SYN-META-02,Generated prospecting concept B,Meta Ads,development,32006,27750,333,5,39699,1.240361,,
2026-02-13,SYN-META-02,Generated prospecting concept B,Meta Ads,development,31094,27000,324,5,36806,1.183701,,
2026-02-14,SYN-META-02,Generated prospecting concept B,Meta Ads,development,33487,29083,349,5,40376,1.205722,,
2026-02-15,SYN-META-02,Generated prospecting concept B,Meta Ads,development,38551,33500,402,6,49322,1.279396,,
2026-02-16,SYN-META-02,Generated prospecting concept B,Meta Ads,development,41251,35833,430,7,53274,1.29146,,
2026-02-17,SYN-META-02,Generated prospecting concept B,Meta Ads,development,40747,35333,424,7,53894,1.32265,,
2026-02-18,SYN-META-02,Generated prospecting concept B,Meta Ads,development,38973,33833,406,7,51683,1.326123,,
2026-02-19,SYN-META-02,Generated prospecting concept B,Meta Ads,development,33257,28833,346,5,39619,1.191298,,
2026-02-20,SYN-META-02,Generated prospecting concept B,Meta Ads,development,31249,27167,326,4,34207,1.094659,,
2026-02-21,SYN-META-02,Generated prospecting concept B,Meta Ads,development,34882,30250,363,5,39601,1.135285,,
2026-02-22,SYN-META-02,Generated prospecting concept B,Meta Ads,development,38943,33833,406,6,51002,1.309658,,
2026-02-23,SYN-META-02,Generated prospecting concept B,Meta Ads,development,43754,38000,456,7,58613,1.339603,,
2026-02-24,SYN-META-02,Generated prospecting concept B,Meta Ads,development,42885,37250,447,7,56607,1.319972,,
2026-02-25,SYN-META-02,Generated prospecting concept B,Meta Ads,development,38911,33750,405,7,51840,1.332271,,
2026-02-26,SYN-META-02,Generated prospecting concept B,Meta Ads,development,36335,31500,378,6,46704,1.285372,,
2026-02-27,SYN-META-02,Generated prospecting concept B,Meta Ads,development,35893,31167,374,6,44225,1.232134,,
2026-02-28,SYN-META-02,Generated prospecting concept B,Meta Ads,development,39625,34417,413,6,49658,1.253199,,
2026-03-01,SYN-META-02,Generated prospecting concept B,Meta Ads,development,43411,37667,452,7,58438,1.346157,,
2026-03-02,SYN-META-02,Generated prospecting concept B,Meta Ads,development,47528,41250,495,9,69232,1.456657,,
2026-03-03,SYN-META-02,Generated prospecting concept B,Meta Ads,development,48404,42000,504,9,67931,1.403417,,
2026-03-04,SYN-META-02,Generated prospecting concept B,Meta Ads,development,46951,40750,489,8,63986,1.362825,,
2026-03-05,SYN-META-02,Generated prospecting concept B,Meta Ads,development,38504,33417,401,6,49661,1.289762,,
2026-03-06,SYN-META-02,Generated prospecting concept B,Meta Ads,development,36654,31833,382,6,45708,1.247013,,
2026-03-07,SYN-META-02,Generated prospecting concept B,Meta Ads,development,39563,34333,412,7,51267,1.295832,,
2026-03-08,SYN-META-02,Generated prospecting concept B,Meta Ads,development,45832,39750,477,8,61742,1.347137,,
2026-03-09,SYN-META-02,Generated prospecting concept B,Meta Ads,development,46288,40167,482,8,64475,1.39291,,
2026-03-10,SYN-META-02,Generated prospecting concept B,Meta Ads,development,45697,39667,476,8,61515,1.34615,,
2026-03-11,SYN-META-02,Generated prospecting concept B,Meta Ads,development,41580,36083,433,7,53537,1.287566,,
2026-03-12,SYN-META-02,Generated prospecting concept B,Meta Ads,development,35144,30500,366,6,43600,1.24061,,
2026-03-13,SYN-META-02,Generated prospecting concept B,Meta Ads,development,32047,27833,334,5,37211,1.161138,,
2026-03-14,SYN-META-02,Generated prospecting concept B,Meta Ads,development,37429,32500,390,6,45965,1.228058,,
2026-03-15,SYN-META-02,Generated prospecting concept B,Meta Ads,development,38339,33250,399,7,52202,1.36159,,
2026-03-16,SYN-META-02,Generated prospecting concept B,Meta Ads,development,42558,36917,443,7,56063,1.317332,,
2026-03-17,SYN-META-02,Generated prospecting concept B,Meta Ads,development,38898,33750,405,6,49387,1.269654,,
2026-03-18,SYN-META-02,Generated prospecting concept B,Meta Ads,development,37170,32250,387,6,46313,1.245978,,
2026-03-19,SYN-META-02,Generated prospecting concept B,Meta Ads,development,30921,26833,322,5,36456,1.179005,,
2026-03-20,SYN-META-02,Generated prospecting concept B,Meta Ads,development,31839,27667,332,5,37777,1.186501,,
2026-03-21,SYN-META-02,Generated prospecting concept B,Meta Ads,development,32714,28417,341,5,38510,1.177172,,
2026-03-22,SYN-META-02,Generated prospecting concept B,Meta Ads,development,38190,33167,398,6,49375,1.292878,,
2026-03-23,SYN-META-02,Generated prospecting concept B,Meta Ads,development,43384,37667,452,8,58901,1.357666,,
2026-03-24,SYN-META-02,Generated prospecting concept B,Meta Ads,development,42655,37000,444,7,54927,1.287704,,
2026-03-25,SYN-META-02,Generated prospecting concept B,Meta Ads,development,39213,34000,408,6,49456,1.261214,,
2026-03-26,SYN-META-02,Generated prospecting concept B,Meta Ads,development,36584,31750,381,6,43338,1.184616,,
2026-03-27,SYN-META-02,Generated prospecting concept B,Meta Ads,development,34473,29917,359,5,40320,1.169611,,
2026-03-28,SYN-META-02,Generated prospecting concept B,Meta Ads,development,36738,31917,383,6,43864,1.193968,,
2026-03-29,SYN-META-02,Generated prospecting concept B,Meta Ads,development,41945,36417,437,7,56788,1.353868,,
2026-03-30,SYN-META-02,Generated prospecting concept B,Meta Ads,development,47796,41500,498,8,64794,1.355636,,
2026-03-31,SYN-META-02,Generated prospecting concept B,Meta Ads,development,47901,41583,499,8,63221,1.319826,,
2026-04-01,SYN-META-02,Generated prospecting concept B,Meta Ads,development,40741,35333,424,7,51535,1.264942,,
2026-04-02,SYN-META-02,Generated prospecting concept B,Meta Ads,development,34173,29667,356,5,42213,1.235273,,
2026-04-03,SYN-META-02,Generated prospecting concept B,Meta Ads,development,35136,30500,366,5,39610,1.127334,,
2026-04-04,SYN-META-02,Generated prospecting concept B,Meta Ads,development,38931,33833,406,6,48216,1.238499,,
2026-04-05,SYN-META-02,Generated prospecting concept B,Meta Ads,development,44003,38167,458,7,56981,1.294934,,
2026-04-06,SYN-META-02,Generated prospecting concept B,Meta Ads,development,43582,37833,454,8,59585,1.367193,,
2026-04-07,SYN-META-02,Generated prospecting concept B,Meta Ads,development,45441,39417,473,7,58841,1.294888,,
2026-04-08,SYN-META-02,Generated prospecting concept B,Meta Ads,development,39627,34417,413,6,50462,1.273425,,
2026-04-09,SYN-META-02,Generated prospecting concept B,Meta Ads,development,38304,33250,399,6,48272,1.260234,,
2026-04-10,SYN-META-02,Generated prospecting concept B,Meta Ads,development,33731,29250,351,5,41082,1.21793,,
2026-04-11,SYN-META-02,Generated prospecting concept B,Meta Ads,development,35183,30500,366,6,44716,1.270955,,
2026-04-12,SYN-META-02,Generated prospecting concept B,Meta Ads,development,41080,35667,428,6,50950,1.240263,,
2026-04-13,SYN-META-02,Generated prospecting concept B,Meta Ads,development,45569,39583,475,8,61623,1.352301,,
2026-04-14,SYN-META-02,Generated prospecting concept B,Meta Ads,development,37191,32250,387,6,50494,1.357694,,
2026-04-15,SYN-META-02,Generated prospecting concept B,Meta Ads,development,36236,31417,377,5,41403,1.142593,,
2026-04-16,SYN-META-02,Generated prospecting concept B,Meta Ads,development,36722,31917,383,6,45140,1.229236,,
2026-04-17,SYN-META-02,Generated prospecting concept B,Meta Ads,development,28795,25000,300,4,34052,1.182566,,
2026-04-18,SYN-META-02,Generated prospecting concept B,Meta Ads,development,32327,28083,337,5,37572,1.162248,,
2026-04-19,SYN-META-02,Generated prospecting concept B,Meta Ads,development,38003,33000,396,6,48059,1.264611,,
2026-04-20,SYN-META-02,Generated prospecting concept B,Meta Ads,development,39136,34000,408,7,53837,1.375639,,
2026-04-21,SYN-META-02,Generated prospecting concept B,Meta Ads,development,44550,38667,464,8,59728,1.340696,,
2026-04-22,SYN-META-02,Generated prospecting concept B,Meta Ads,development,36685,31833,382,6,45682,1.24525,,
2026-04-23,SYN-META-02,Generated prospecting concept B,Meta Ads,development,30267,26250,315,5,36505,1.206099,,
2026-04-24,SYN-META-02,Generated prospecting concept B,Meta Ads,development,31615,27417,329,5,37062,1.172292,,
2026-04-25,SYN-META-02,Generated prospecting concept B,Meta Ads,development,35467,30750,369,6,44510,1.254969,,
2026-04-26,SYN-META-02,Generated prospecting concept B,Meta Ads,development,40710,35333,424,7,53124,1.304937,,
2026-04-27,SYN-META-02,Generated prospecting concept B,Meta Ads,development,44960,39000,468,8,62287,1.385387,,
2026-04-28,SYN-META-02,Generated prospecting concept B,Meta Ads,development,47255,41000,492,8,63209,1.337615,,
2026-04-29,SYN-META-02,Generated prospecting concept B,Meta Ads,development,42713,37083,445,7,57291,1.341301,,
2026-04-30,SYN-META-02,Generated prospecting concept B,Meta Ads,development,37642,32667,392,6,46570,1.237182,,
2026-05-01,SYN-META-02,Generated prospecting concept B,Meta Ads,development,36892,32000,384,6,44229,1.198878,,
2026-05-02,SYN-META-02,Generated prospecting concept B,Meta Ads,development,38542,33417,401,6,49733,1.290359,,
2026-05-03,SYN-META-02,Generated prospecting concept B,Meta Ads,development,41205,35750,429,7,57497,1.395389,,
2026-05-04,SYN-META-02,Generated prospecting concept B,Meta Ads,development,48354,42000,504,9,67182,1.389378,,
2026-05-05,SYN-META-02,Generated prospecting concept B,Meta Ads,development,47161,40917,491,9,67445,1.430101,,
2026-05-06,SYN-META-02,Generated prospecting concept B,Meta Ads,development,43364,37667,452,7,55157,1.271954,,
2026-05-07,SYN-META-02,Generated prospecting concept B,Meta Ads,development,37799,32833,394,6,46258,1.223789,,
2026-05-08,SYN-META-02,Generated prospecting concept B,Meta Ads,development,36231,31417,377,6,43418,1.198366,,
2026-05-09,SYN-META-02,Generated prospecting concept B,Meta Ads,development,38527,33417,401,6,46989,1.219638,,
2026-05-10,SYN-META-02,Generated prospecting concept B,Meta Ads,development,44148,38333,460,8,58982,1.336006,,
2026-05-11,SYN-META-02,Generated prospecting concept B,Meta Ads,development,43066,37417,449,8,59666,1.385455,,
2026-05-12,SYN-META-02,Generated prospecting concept B,Meta Ads,development,41344,35917,431,6,50826,1.229344,,
2026-05-13,SYN-META-02,Generated prospecting concept B,Meta Ads,development,38948,33833,406,6,47172,1.211153,,
2026-05-14,SYN-META-02,Generated prospecting concept B,Meta Ads,development,31577,27417,329,5,38147,1.208063,,
2026-05-15,SYN-META-02,Generated prospecting concept B,Meta Ads,development,30517,26500,318,5,36516,1.196579,,
2026-05-16,SYN-META-02,Generated prospecting concept B,Meta Ads,development,34388,29833,358,6,43568,1.266954,,
2026-05-17,SYN-META-02,Generated prospecting concept B,Meta Ads,development,41373,35917,431,6,50278,1.215237,,
2026-05-18,SYN-META-02,Generated prospecting concept B,Meta Ads,development,42143,36583,439,7,53826,1.277223,,
2026-05-19,SYN-META-02,Generated prospecting concept B,Meta Ads,development,39761,34500,414,7,53053,1.334297,,
2026-05-20,SYN-META-02,Generated prospecting concept B,Meta Ads,development,37906,32917,395,6,48524,1.280114,,
2026-05-21,SYN-META-02,Generated prospecting concept B,Meta Ads,development,29381,25500,306,4,33915,1.154317,,
2026-05-22,SYN-META-02,Generated prospecting concept B,Meta Ads,development,31991,27750,333,4,33831,1.057516,,
2026-05-23,SYN-META-02,Generated prospecting concept B,Meta Ads,development,33831,29333,352,5,41678,1.231947,,
2026-05-24,SYN-META-02,Generated prospecting concept B,Meta Ads,development,37993,33000,396,6,49730,1.308925,,
2026-05-25,SYN-META-02,Generated prospecting concept B,Meta Ads,development,46677,40500,486,8,60340,1.292714,,
2026-05-26,SYN-META-02,Generated prospecting concept B,Meta Ads,development,45451,39417,473,8,64675,1.422961,,
2026-05-27,SYN-META-02,Generated prospecting concept B,Meta Ads,development,37359,32417,389,6,48618,1.301373,,
2026-05-28,SYN-META-02,Generated prospecting concept B,Meta Ads,development,35804,31083,373,6,46474,1.298011,,
2026-05-29,SYN-META-02,Generated prospecting concept B,Meta Ads,development,32450,28167,338,5,39474,1.216456,,
2026-05-30,SYN-META-02,Generated prospecting concept B,Meta Ads,development,37823,32833,394,6,50151,1.325939,,
2026-05-31,SYN-META-02,Generated prospecting concept B,Meta Ads,development,41200,35750,429,7,53222,1.291796,,
2026-06-01,SYN-META-02,Generated prospecting concept B,Meta Ads,development,43024,37333,448,8,59607,1.385436,,
2026-06-02,SYN-META-02,Generated prospecting concept B,Meta Ads,development,47914,41583,499,9,68236,1.424135,,
2026-06-03,SYN-META-02,Generated prospecting concept B,Meta Ads,development,43604,37833,454,7,57072,1.308871,,
2026-06-04,SYN-META-02,Generated prospecting concept B,Meta Ads,development,37895,32917,395,6,50801,1.340573,,
2026-06-05,SYN-META-02,Generated prospecting concept B,Meta Ads,development,36947,32083,385,6,47395,1.282783,,
2026-06-06,SYN-META-02,Generated prospecting concept B,Meta Ads,development,38225,33167,398,6,48191,1.260719,,
2026-06-07,SYN-META-02,Generated prospecting concept B,Meta Ads,development,42885,37250,447,7,55422,1.29234,,
2026-06-08,SYN-META-02,Generated prospecting concept B,Meta Ads,development,46034,40000,480,8,59538,1.293348,,
2026-06-09,SYN-META-02,Generated prospecting concept B,Meta Ads,development,43156,37500,450,7,57467,1.331611,,
2026-06-10,SYN-META-02,Generated prospecting concept B,Meta Ads,development,40023,34750,417,7,52528,1.312445,,
2026-06-11,SYN-META-02,Generated prospecting concept B,Meta Ads,development,33488,29083,349,5,43127,1.287834,,
2026-06-12,SYN-META-02,Generated prospecting concept B,Meta Ads,development,28593,24833,298,4,34759,1.215647,,
2026-06-13,SYN-META-02,Generated prospecting concept B,Meta Ads,development,31950,27750,333,5,40634,1.2718,,
2026-06-14,SYN-META-02,Generated prospecting concept B,Meta Ads,development,36464,31667,380,6,46241,1.268127,,
